topic,count,depth,parent,definition,emoji,examples
Conceptual Metaphor,3,2,Metaphor,"Conceptual metaphor is a figure of speech that describes an abstract concept in terms of a concrete or physical idea. It helps to create a visual or sensory image that connects with the reader or listener, making the message more memorable and impactful. As a subset of visceral rhetorical devices in poetry, conceptual metaphor is often used to convey emotions, ideas or themes in a way that resonates with the audience at a deeper level.",🧠,"- ""Love is a rose"" - this conceptual metaphor uses the physical idea of a rose to describe the abstract concept of love, creating a sensory image that connects with the reader's emotions.
- ""Life is a journey"" - this conceptual metaphor uses the concrete idea of a journey to describe the abstract concept of life, creating a visual image that helps the reader understand and relate to the message.
- ""Her words were daggers"" - this conceptual metaphor uses a physical idea (daggers) to describe the impact of someone's words, creating a visceral image that resonates with the reader's emotions."
Anthropomorphism,3,2,Metaphor,"Anthropomorphism is the attribution of human characteristics, emotions, and behaviors to non-human entities, such as animals, objects, or natural phenomena. It is a type of visceral rhetorical device used in poetry to create a sense of familiarity and connection between the reader and the subject being described. By anthropomorphizing non-human entities, poets can evoke strong emotions and convey complex ideas in a way that resonates with their audience.",🐶,"- ""The wind whispered secrets in my ear.""
- ""The sun smiled down upon us.""
- ""The flowers danced in the breeze.""
- ""The stars twinkled mischievously.""
- ""The river cried out in pain."""
Internal Rhyme,4,2,Assonance,"Internal rhyme is a poetic device where a word within a line of verse rhymes with another word either in the same line or in a different line. It is a type of assonance that adds musicality and rhythm to poetry, making it a visceral rhetorical device that engages the senses and emotions of the reader.",🎶,"- ""Once upon a midnight dreary, while I pondered, weak and weary"" - Edgar Allan Poe, ""The Raven""
- ""In mist or cloud, on mast or shroud"" - Samuel Taylor Coleridge, ""The Rime of the Ancient Mariner""
- ""The rain in Spain falls mainly on the plain"" - Alan Jay Lerner, ""My Fair Lady""
- ""I'm livin' in correctional facilities, homes for the homeless"" - Tupac Shakur, ""Changes""
- ""I rose, and told him of my woe"" - William Wordsworth, ""The Daffodils"""
Sibilance,3,2,Alliteration,"Sibilance is a literary device that involves the repetition of hissing or shushing sounds, usually the 's' or 'sh' sound. It is a type of alliteration that adds a visceral quality to poetry, creating a sense of tension or urgency in the words. Sibilance is often used in conjunction with other visceral rhetorical devices in poetry to enhance their impact on the reader.",🐍,"- ""She sells seashells by the seashore""
- ""The serpent slithered silently through the grass""
- ""The wind whispered through the trees, a soft and subtle sound""
- ""The hissing of the snake sent shivers down my spine""
- ""The rush of the waves was a soothing, sibilant sound"""
Synecdoche,7,2,Metonymy,"Synecdoche is a figure of speech that uses a part of something to represent the whole or vice versa, often used to create a vivid image or emphasize a certain aspect of the subject. It is a powerful tool in poetry, as it allows the writer to convey complex ideas or emotions in a succinct and memorable way, engaging the reader's senses and imagination. As a visceral rhetorical device, synecdoche can evoke strong emotions and sensory experiences, making the poem more vivid and impactful.",🖐️,"- ""All hands on deck"" (using ""hands"" to represent the entire crew of a ship)
- ""The pen is mightier than the sword"" (using ""pen"" to represent the power of writing and communication)
- ""The world watched as the Olympic torch made its way through the streets"" (using ""torch"" to represent the entire Olympic Games)"
Periphrasis,7,2,Metonymy,"Periphrasis is a rhetorical device in poetry that uses excessive words to express a simple concept or idea. It is a form of metonymy that involves the use of a descriptive phrase instead of a single word. It is a subset of visceral rhetorical devices in poetry, which aim to create a vivid sensory experience for the reader.",🗣️📝💬 (speaking bubbles),"- ""The Bard of Avon"" instead of William Shakespeare
- ""The Big Apple"" instead of New York City
- ""The Land Down Under"" instead of Australia
- ""The Emerald Isle"" instead of Ireland
- ""The City of Lights"" instead of Paris"
Metalepsis,7,2,Metonymy,"Metalepsis is a figure of speech where a word or phrase is used in a way that refers to something that is associated with it, but not directly specified. It is a type of metonymy that often involves a blurring of boundaries or a crossing of levels within a narrative or discourse. As such, it can be seen as a tool for creating visceral effects in poetry, by disrupting expectations and creating new connections between disparate elements.",🔀,"- ""The pen is mightier than the sword"" (using ""pen"" to refer to written words, which have the power to influence and change society)
- ""All hands on deck"" (using ""hands"" to refer to the people on a ship, who need to work together in a crisis)
- ""The crown"" (using ""crown"" to refer to the king or queen who wears it, as a symbol of their power and authority)
- ""The White House"" (using the name of a physical building to refer to the executive branch of the U.S. government)
- ""The Oval Office"" (using the name of a specific room in the White House to refer to the president's authority and decision-making power)"
Antonomasia,7,2,Metonymy,"Antonomasia is a figure of speech that replaces a name with a descriptive phrase or title, often used to refer to a famous person or character. It is a form of metonymy, which is a subset of visceral rhetorical devices in poetry that use language to create vivid sensory experiences for the reader or listener. These devices help to create a more emotional and powerful connection between the reader and the text.",👑,"- ""The Bard of Avon"" (referring to William Shakespeare)
- ""The Iron Lady"" (referring to Margaret Thatcher)
- ""The King of Pop"" (referring to Michael Jackson)
- ""The Great Emancipator"" (referring to Abraham Lincoln)
- ""The Queen of Soul"" (referring to Aretha Franklin)"
Kenning,5,2,Metonymy,"A Kenning is a type of figurative language in poetry that uses metaphorical phrases or compound words to describe a person, object, or concept. It is a subset of visceral rhetorical devices in poetry that aims to create a vivid and sensory image in the reader's mind. Kenning is often used in Old English and Norse poetry to add poetic flair and to elevate the language used in poetry.",🔍,"- Whale road (for the sea)
- Battle sweat (for blood)
- Earth candle (for the sun)
- Wave traveler (for a boat)
- Sky candle (for the moon)"
Sibilance,5,2,Consonance,"Sibilance is a literary device that involves the repetition of hissing or shushing sounds, usually the 's' or 'sh' sound. It is a type of alliteration that adds a visceral quality to poetry, creating a sense of tension or urgency in the words. Sibilance is often used in conjunction with other visceral rhetorical devices in poetry to enhance their impact on the reader.",🐍,"- ""She sells seashells by the seashore""
- ""The serpent slithered silently through the grass""
- ""The wind whispered through the trees, a soft and subtle sound""
- ""The hissing of the snake sent shivers down my spine""
- ""The rush of the waves was a soothing, sibilant sound"""
Plosives,3,2,Consonance,"Plosives are a type of consonant sound that is produced by completely blocking the airflow and then releasing it suddenly. This creates a sharp, explosive sound that can create a visceral effect in poetry, adding emphasis and intensity to the words being spoken. As a subset of visceral rhetorical devices, plosives can help to create a physical reaction in the listener, drawing them deeper into the emotional and sensory experience of the poem.",💥,"- ""Plop"" in ""plump purple grapes"" (alliteration of the plosive ""p"" sound)
- ""Boom"" in ""suddenly a bomb exploded"" (use of the explosive ""b"" sound)
- ""Tsk"" in ""she tsked and shook her head"" (use of the sharp ""t"" sound)"
Synecdoche,7,2,Symbolism,"Synecdoche is a figure of speech that uses a part of something to represent the whole or vice versa, often used to create a vivid image or emphasize a certain aspect of the subject. It is a powerful tool in poetry, as it allows the writer to convey complex ideas or emotions in a succinct and memorable way, engaging the reader's senses and imagination. As a visceral rhetorical device, synecdoche can evoke strong emotions and sensory experiences, making the poem more vivid and impactful.",🖐️,"- ""All hands on deck"" (using ""hands"" to represent the entire crew of a ship)
- ""The pen is mightier than the sword"" (using ""pen"" to represent the power of writing and communication)
- ""The world watched as the Olympic torch made its way through the streets"" (using ""torch"" to represent the entire Olympic Games)"
Irony,6,2,Symbolism,"Irony is a literary device that involves a discrepancy between what is expected or intended and what actually occurs or is said. It is a common element in poetry and other literary works, and is often used in conjunction with other visceral rhetorical devices to create a powerful emotional impact on the reader. By subverting expectations and playing with the reader's assumptions, irony can evoke complex emotions and engage the senses in a way that other devices cannot.",🤔,"- A fire station burning down
- A traffic jam on the way to a protest against traffic congestion
- A pilot crashing a plane into a flight school
- A dentist with crooked teeth
- A police station being robbed
- A lifeguard drowning
- A marriage counselor getting divorced
- A health expert dying of a preventable disease
- A vegan restaurant serving meat dishes
- A sign outside a church that says ""All are welcome"" but has locked doors."
Oxymoron,4,2,Symbolism,An oxymoron is a figure of speech that combines two contradictory or opposite terms to create a contrasting effect. It is a type of visceral rhetorical device commonly used in poetry to evoke strong emotions and emphasize contrasts in language.,🤔💭 (thinking face),"- Jumbo shrimp
- Bittersweet
- Living dead
- Deafening silence
- Pretty ugly
- Open secret
- Painfully beautiful
- Sweet sorrow
- Wise fool
- Virtual reality"
Understatement,3,2,Symbolism,Understatement is a rhetorical device used in poetry where the speaker intentionally downplays the magnitude of a situation or idea. It is a form of symbolism that relies on the reader's ability to infer meaning from the words used. Understatement is a powerful tool in visceral rhetorical devices because it can create a sense of tension or irony that draws the reader in and engages their emotions.,🙃,"- ""It's just a flesh wound,"" said the Black Knight, after losing both his arms in Monty Python and the Holy Grail.
- ""I have a dream that one day this nation will rise up and live out the true meaning of its creed: We hold these truths to be self-evident, that all men are created equal,"" said Martin Luther King Jr. in his famous ""I Have a Dream"" speech, addressing the deeply entrenched racism in American society.
- ""It's a bit chilly today,"" said the Titanic's captain, just before the ship hit an iceberg and sank, resulting in the deaths of over 1,500 passengers and crew."
Allusion,3,2,Symbolism,"Allusion refers to the use of a reference to a well-known person, event, or literary work in a poem, which adds depth and meaning to the text. It is a type of visceral rhetorical device that relies on the reader's prior knowledge to create an association with the subject matter. Through allusion, poets can tap into the emotions and experiences of their readers, making the poem more powerful and evocative.",📚,"- ""He was a real Romeo with the ladies."" (Alluding to Shakespeare's Romeo and Juliet)
- ""She was a modern-day Medusa, turning men to stone with her gaze."" (Alluding to Greek mythology's Medusa)
- ""The river flowed like a Styx, carrying the souls of the dead."" (Alluding to Greek mythology's River Styx)
- ""He was a modern-day Don Juan, seducing women left and right."" (Alluding to the Spanish legend of Don Juan)
- ""Her smile was as enigmatic as the Mona Lisa's."" (Alluding to Leonardo da Vinci's painting, the Mona Lisa)"
Oxymoron,7,2,Juxtaposition,An oxymoron is a figure of speech that combines two contradictory or opposite terms to create a contrasting effect. It is a type of visceral rhetorical device commonly used in poetry to evoke strong emotions and emphasize contrasts in language.,🤔💭 (thinking face),"- Jumbo shrimp
- Bittersweet
- Living dead
- Deafening silence
- Pretty ugly
- Open secret
- Painfully beautiful
- Sweet sorrow
- Wise fool
- Virtual reality"
Chiasmus,6,2,Juxtaposition,"Chiasmus is a rhetorical device characterized by the repetition of words, phrases or grammatical structures in a reversed order. It is a type of visceral rhetorical device commonly found in poetry that aims to create emphasis, rhythm, and symmetry in the language. Chiasmus can be used to convey complex ideas and emotions through the use of simple language, making it a powerful tool in poetry.",🔄,"- ""Ask not what your country can do for you, ask what you can do for your country."" - John F. Kennedy
- ""We do not stop playing because we grow old, we grow old because we stop playing."" - George Bernard Shaw
- ""It's not the men in your life that matters, it's the life in your men."" - Mae West
- ""I can write better than anybody who can write faster, and I can write faster than anybody who can write better."" - A. J. Liebling
- ""Love as if you would one day hate, and hate as if you would one day love."" - Confucius"
Zeugma,3,2,Juxtaposition,"Zeugma is a rhetorical device in which a single word is used to describe or relate to multiple parts of a sentence. It is a form of juxtaposition, which is one of the visceral rhetorical devices commonly used in poetry. Zeugma is often used to create a sense of surprise or humor, and can help to add complexity and depth to the meaning of a poem.",🔀,"- ""She opened the door and her heart to the stray cat.""
- ""He caught the ball and the attention of the scouts.""
- ""She broke his car and his heart.""
- ""He lost his coat and his temper.""
- ""The rain fell and the sun set on our dreams."""
Enjambment,3,2,Juxtaposition,"Enjambment is a poetic technique that involves running over a sentence or phrase from one line to the next without a pause. This creates a sense of fluidity and continuity, and can heighten the emotional impact of a poem. As a visceral rhetorical device, enjambment can be used to create tension, surprise, or contrast within a poem.",🚶‍♂️ (person walking),"- ""I have eaten / the plums / that were in / the icebox"" (This Is Just To Say by William Carlos Williams)
- ""My mistress' eyes are nothing like the sun; / Coral is far more red than her lips' red"" (Sonnet 130 by William Shakespeare)
- ""I have measured out my life with coffee spoons"" (The Love Song of J. Alfred Prufrock by T.S. Eliot)
- ""The apparition of these faces in the crowd; / Petals on a wet, black bough"" (In a Station of the Metro by Ezra Pound)
- ""I wandered lonely as a cloud / That floats on high o'er vales and hills"" (I Wandered Lonely as a Cloud by William Wordsworth)"
Anastrophe,3,2,Juxtaposition,"Anastrophe is a rhetorical device in poetry where the order of words in a sentence is rearranged, often for emphasis or poetic effect. It is a type of visceral rhetorical device that creates a sense of disruption or surprise for the reader, drawing attention to the words being used and the ideas being expressed. By altering the typical syntax of a sentence, anastrophe can create a more complex and layered meaning, adding depth and richness to a poetic work.",🔀,"- ""Ask not what your country can do for you, ask what you can do for your country."" (John F. Kennedy)
- ""Strong in the force, young Skywalker is."" (Yoda in Star Wars)
- ""Powerful you have become, the dark side I sense in you."" (Yoda in Star Wars)
- ""In the meadow we can build a snowman."" (from the song ""Winter Wonderland"")
- ""Away ran the dog, into the night."""
Paraprosdokian,5,2,Paradox,"A paraprosdokian is a type of rhetorical device that involves a surprising or unexpected ending to a sentence or phrase, often leading to a humorous or thought-provoking effect. It is a subset of visceral rhetorical devices in poetry that can evoke strong emotions or reactions in the reader or listener.",🤔,"- ""I haven't slept for ten days, because that would be too long."" – Mitch Hedberg
- ""I'm not afraid of death; I just don't want to be there when it happens."" – Woody Allen
- ""I can resist everything except temptation."" – Oscar Wilde
- ""I'm not sure if I have free time or if I'm just forgetting everything."" – Unknown
- ""If at first you don't succeed, then skydiving definitely isn't for you."" – Steven Wright"
Chiasmus,5,2,Paradox,"Chiasmus is a rhetorical device characterized by the repetition of words, phrases or grammatical structures in a reversed order. It is a type of visceral rhetorical device commonly found in poetry that aims to create emphasis, rhythm, and symmetry in the language. Chiasmus can be used to convey complex ideas and emotions through the use of simple language, making it a powerful tool in poetry.",🔄,"- ""Ask not what your country can do for you, ask what you can do for your country."" - John F. Kennedy
- ""We do not stop playing because we grow old, we grow old because we stop playing."" - George Bernard Shaw
- ""It's not the men in your life that matters, it's the life in your men."" - Mae West
- ""I can write better than anybody who can write faster, and I can write faster than anybody who can write better."" - A. J. Liebling
- ""Love as if you would one day hate, and hate as if you would one day love."" - Confucius"
Enantiosis,4,2,Paradox,"Enantiosis is a rhetorical device that involves the use of paradoxical phrases or statements to create a strong emotional impact on the reader or listener. It is a subset of visceral rhetorical devices in poetry, which aim to evoke strong feelings and emotions in the audience through the use of vivid and powerful language. Enantiosis is often used to highlight a contrast between two opposing ideas or concepts, creating a sense of tension and conflict in the poem.",👀,"- ""Less is more"" 
- ""Love is a battlefield"" 
- ""The pen is mightier than the sword"" 
- ""I am a nobody, but everybody knows me"" 
- ""Silence can be deafening"""
Chiasmus,5,2,Antithesis,"Chiasmus is a rhetorical device characterized by the repetition of words, phrases or grammatical structures in a reversed order. It is a type of visceral rhetorical device commonly found in poetry that aims to create emphasis, rhythm, and symmetry in the language. Chiasmus can be used to convey complex ideas and emotions through the use of simple language, making it a powerful tool in poetry.",🔄,"- ""Ask not what your country can do for you, ask what you can do for your country."" - John F. Kennedy
- ""We do not stop playing because we grow old, we grow old because we stop playing."" - George Bernard Shaw
- ""It's not the men in your life that matters, it's the life in your men."" - Mae West
- ""I can write better than anybody who can write faster, and I can write faster than anybody who can write better."" - A. J. Liebling
- ""Love as if you would one day hate, and hate as if you would one day love."" - Confucius"
Contrast,3,2,Antithesis,"Contrast refers to the juxtaposition of two opposing ideas or elements in poetry. It is a powerful visceral rhetorical device that creates tension and highlights the differences between the two elements. This technique can be used to emphasize the significance of an idea, reinforce a theme or message, or create a vivid image in the reader's mind.",👥👤,"• ""To be or not to be, that is the question."" - William Shakespeare, Hamlet
• ""It was the best of times, it was the worst of times..."" - Charles Dickens, A Tale of Two Cities
• ""Love and hate are two horns on the same goat."" - African Proverb
• ""We must learn to live together as brothers, or perish together as fools."" - Martin Luther King Jr.
• ""Darkness cannot drive out darkness; only light can do that. Hate cannot drive out hate; only love can do that."" - Martin Luther King Jr."
Anadiplosis,7,3,Polyptoton,Anadiplosis is a rhetorical device that involves repeating a word or phrase at the end of one clause or sentence and then using it again at the beginning of the next clause or sentence. This technique creates a sense of continuity and amplifies the emotional impact of the repeated word or phrase. Anadiplosis is often used as a part of visceral rhetorical devices in poetry to evoke strong emotions in the audience.,🔄,"- ""Fear leads to anger. Anger leads to hate. Hate leads to suffering."" - Yoda, Star Wars
- ""The land of my fathers. My fathers can have it."" - Dylan Thomas, ""A Refusal to Mourn the Death, by Fire, of a Child in London""
- ""The crime was common, common be the pain."" - Alexander Pope, ""The Rape of the Lock""
- ""I am Sam, Sam I am."" - Dr. Seuss, Green Eggs and Ham
- ""When I give, I give myself."" - Walt Whitman, ""Song of Myself"""
Epanalepsis,6,3,Epizeuxis,"Epanalepsis is a rhetorical device that involves repeating the initial word or phrase at the beginning and end of a sentence or clause. It is a form of repetition, which is a subset of visceral rhetorical devices in poetry. Epanalepsis is often used to create emphasis and reinforce the central theme or message in a poem.",🔁,"- ""The king is dead, long live the king.""
- ""Believe me, he was the most honest man I ever met, believe me.""
- ""Water alone dug this giant canyon, yes, water, the same water that sustains us all.""
- ""Blood will have blood.""
- ""I am stuck on Band-Aid brand, 'cause Band-Aid's stuck on me."""
Epimone,5,3,Epizeuxis,"Epimone is a rhetorical device in poetry that involves the repetition of a question or phrase to emphasize a point. It is a type of visceral rhetorical device that aims to create an emotional response in the reader or listener. As a subset of repetition, it emphasizes the importance of a particular idea or theme in the poem.",🤔,"- ""Will I ever forget the sound of your voice?""
- ""How many times do I have to tell you to clean your room?""
- ""Why must we continue to hurt each other?""
- ""How many more lives must be lost before we take action?""
- ""Can we truly find happiness in this world?"""
Anadiplosis,4,3,Epizeuxis,Anadiplosis is a rhetorical device that involves repeating a word or phrase at the end of one clause or sentence and then using it again at the beginning of the next clause or sentence. This technique creates a sense of continuity and amplifies the emotional impact of the repeated word or phrase. Anadiplosis is often used as a part of visceral rhetorical devices in poetry to evoke strong emotions in the audience.,🔄,"- ""Fear leads to anger. Anger leads to hate. Hate leads to suffering."" - Yoda, Star Wars
- ""The land of my fathers. My fathers can have it."" - Dylan Thomas, ""A Refusal to Mourn the Death, by Fire, of a Child in London""
- ""The crime was common, common be the pain."" - Alexander Pope, ""The Rape of the Lock""
- ""I am Sam, Sam I am."" - Dr. Seuss, Green Eggs and Ham
- ""When I give, I give myself."" - Walt Whitman, ""Song of Myself"""
Simple Diacope,4,3,Diacope,"Simple diacope is a rhetorical device in poetry that involves the repetition of a word or phrase with only one or two intervening words in between. It is a type of repetition and belongs to the category of visceral rhetorical devices in poetry, which are used to create a strong emotional response in the reader or listener.",🔁,"- ""To be, or not to be, that is the question."" - William Shakespeare, Hamlet
- ""I am the master of my fate, I am the captain of my soul."" - William Ernest Henley, Invictus
- ""We will fight on the beaches, we will fight on the landing grounds, we will fight in the fields and in the streets."" - Winston Churchill, ""We shall fight on the beaches"" speech
- ""I have a dream that one day this nation will rise up and live out the true meaning of its creed: 'We hold these truths to be self-evident, that all men are created equal.'"" - Martin Luther King Jr., ""I Have a Dream"" speech
- ""It was the best of times, it was the worst of times, it was the age of wisdom, it was the age of foolishness."" - Charles Dickens, A Tale of Two Cities"
Complex Diacope,3,3,Diacope,"Complex diacope is a rhetorical device in poetry that involves the repetition of a phrase or a word after a brief interruption or repetition of another word, creating a complex pattern of repetition. It is a subset of repetition and one of the visceral rhetorical devices used to create an emotional impact on the reader, listener, or viewer of a poem.",🔄,"- ""To be, or not to be, that is the question."" - Hamlet by William Shakespeare
- ""We must all hang together, or assuredly we shall all hang separately."" - Benjamin Franklin
- ""I am the captain of my soul, I am the master of my fate."" - Invictus by William Ernest Henley
- ""It was the best of times, it was the worst of times, it was the age of wisdom, it was the age of foolishness."" - A Tale of Two Cities by Charles Dickens
- ""Ask not what your country can do for you, ask what you can do for your country."" - John F. Kennedy's Inaugural Address."
Anadiplosis,7,3,Anaphora,Anadiplosis is a rhetorical device that involves repeating a word or phrase at the end of one clause or sentence and then using it again at the beginning of the next clause or sentence. This technique creates a sense of continuity and amplifies the emotional impact of the repeated word or phrase. Anadiplosis is often used as a part of visceral rhetorical devices in poetry to evoke strong emotions in the audience.,🔄,"- ""Fear leads to anger. Anger leads to hate. Hate leads to suffering."" - Yoda, Star Wars
- ""The land of my fathers. My fathers can have it."" - Dylan Thomas, ""A Refusal to Mourn the Death, by Fire, of a Child in London""
- ""The crime was common, common be the pain."" - Alexander Pope, ""The Rape of the Lock""
- ""I am Sam, Sam I am."" - Dr. Seuss, Green Eggs and Ham
- ""When I give, I give myself."" - Walt Whitman, ""Song of Myself"""
Epanalepsis,4,3,Anaphora,"Epanalepsis is a rhetorical device that involves repeating the initial word or phrase at the beginning and end of a sentence or clause. It is a form of repetition, which is a subset of visceral rhetorical devices in poetry. Epanalepsis is often used to create emphasis and reinforce the central theme or message in a poem.",🔁,"- ""The king is dead, long live the king.""
- ""Believe me, he was the most honest man I ever met, believe me.""
- ""Water alone dug this giant canyon, yes, water, the same water that sustains us all.""
- ""Blood will have blood.""
- ""I am stuck on Band-Aid brand, 'cause Band-Aid's stuck on me."""
Epanaphora,3,3,Anaphora,"Epanaphora is a rhetorical device that involves the repetition of a word or phrase at the beginning of successive clauses or sentences. As a subset of repetition and anaphora, it is often used in poetry to create a visceral effect on the reader or listener, drawing attention to the repeated words and emphasizing their significance.",🔁,"- ""I have a dream that one day...""; ""I have a dream that one day...""; ""I have a dream that one day..."" - Martin Luther King Jr., ""I Have a Dream"" speech
- ""It was the best of times, it was the worst of times, it was the age of wisdom, it was the age of foolishness, it was the epoch of belief, it was the epoch of incredulity..."" - Charles Dickens, A Tale of Two Cities
- ""We shall fight on the beaches, we shall fight on the landing grounds, we shall fight in the fields and in the streets, we shall fight in the hills; we shall never surrender..."" - Winston Churchill, ""We Shall Fight on the Beaches"" speech"
Diaphora,3,3,Anaphora,"Diaphora is a rhetorical device that involves the repetition of a word or phrase at the beginning and end of successive clauses or sentences. It is a subset of repetition and anaphora, which are all part of the visceral rhetorical devices used in poetry to create an emotional impact on the reader. The use of diaphora can create a sense of rhythm and emphasis, drawing attention to the repeated words and creating a sense of unity or contrast between the ideas being expressed.",🔁,"- ""We will fight on the beaches, we will fight on the landing grounds, we will fight in the fields and in the streets, we will fight in the hills; we shall never surrender."" - Winston Churchill
- ""Ask not what your country can do for you, ask what you can do for your country."" - John F. Kennedy
- ""I have a dream that one day this nation will rise up and live out the true meaning of its creed: 'We hold these truths to be self-evident, that all men are created equal.'"" - Martin Luther King Jr."
Epiphonema,5,3,Epiphora,"Epiphonema is a rhetorical device that involves the use of a brief and conclusive sentence or statement that summarizes the main point or argument of a poem. It is a type of visceral rhetorical device in poetry that aims to evoke an emotional response from the reader or listener. As a subset of repetition, epiphonema is used to emphasize the importance of the message being conveyed, leaving a lasting impression on the audience.",💡,"- ""To be or not to be, that is the question."" - Hamlet by William Shakespeare 
- ""I have a dream."" - Martin Luther King Jr. 
- ""Carpe diem"" - Horace 
- ""All animals are equal, but some animals are more equal than others."" - Animal Farm by George Orwell 
- ""I think, therefore I am."" - René Descartes 
- ""Ask not what your country can do for you, ask what you can do for your country."" - John F. Kennedy"
Epanalepsis,5,3,Epiphora,"Epanalepsis is a rhetorical device that involves repeating the initial word or phrase at the beginning and end of a sentence or clause. It is a form of repetition, which is a subset of visceral rhetorical devices in poetry. Epanalepsis is often used to create emphasis and reinforce the central theme or message in a poem.",🔁,"- ""The king is dead, long live the king.""
- ""Believe me, he was the most honest man I ever met, believe me.""
- ""Water alone dug this giant canyon, yes, water, the same water that sustains us all.""
- ""Blood will have blood.""
- ""I am stuck on Band-Aid brand, 'cause Band-Aid's stuck on me."""
Epistrophe,4,3,Epiphora,"Epistrophe is a rhetorical device where the same word or phrase is repeated at the end of successive clauses or sentences. It is a type of repetition that creates a rhythmic effect and emphasizes a specific point or idea. As a visceral rhetorical device in poetry, epistrophe can evoke strong emotions and leave a lasting impression on the reader or listener.",🔁,"- ""Where now? Who now? When now?"" - Samuel Beckett, ""The Unnamable""
- ""Hourly joys be still upon you! Juno sings her blessings on you"" - William Shakespeare, ""The Tempest""
- ""And all the night he did nothing but weep Philoclea, sigh Philoclea, and cry out Philoclea"" - Sir Philip Sidney, ""The Countess of Pembroke's Arcadia""
- ""They saw no evil, they spoke no evil, and they heard no evil."" - Unknown
- ""And all the skies are overcast, And all the winds are chill"" - Emily Bronte, ""Fall, leaves, fall"""
Epimone,3,3,Epiphora,"Epimone is a rhetorical device in poetry that involves the repetition of a question or phrase to emphasize a point. It is a type of visceral rhetorical device that aims to create an emotional response in the reader or listener. As a subset of repetition, it emphasizes the importance of a particular idea or theme in the poem.",🤔,"- ""Will I ever forget the sound of your voice?""
- ""How many times do I have to tell you to clean your room?""
- ""Why must we continue to hurt each other?""
- ""How many more lives must be lost before we take action?""
- ""Can we truly find happiness in this world?"""
Antistasis,3,3,Epiphora,"Antistasis is a rhetorical device that involves the repetition of a word or phrase in a different or opposite meaning, creating a contrasting effect. It is a type of Epiphora and Repetition, but specifically used within the realm of visceral rhetorical devices in poetry. Antistasis is a powerful tool used to create emphasis and impact, playing with the double meanings of words to create a deeper emotional response in the reader.",🔄,"- ""Less is more"" - uses the word ""more"" in opposite meanings to create a contrasting effect
- ""I can resist anything except temptation"" - uses the word ""resist"" in opposite meanings to create a contrasting effect
- ""Believe me, I lie all the time"" - uses the word ""lie"" in opposite meanings to create a contrasting effect"
Anadiplosis,7,3,Conduplicatio,Anadiplosis is a rhetorical device that involves repeating a word or phrase at the end of one clause or sentence and then using it again at the beginning of the next clause or sentence. This technique creates a sense of continuity and amplifies the emotional impact of the repeated word or phrase. Anadiplosis is often used as a part of visceral rhetorical devices in poetry to evoke strong emotions in the audience.,🔄,"- ""Fear leads to anger. Anger leads to hate. Hate leads to suffering."" - Yoda, Star Wars
- ""The land of my fathers. My fathers can have it."" - Dylan Thomas, ""A Refusal to Mourn the Death, by Fire, of a Child in London""
- ""The crime was common, common be the pain."" - Alexander Pope, ""The Rape of the Lock""
- ""I am Sam, Sam I am."" - Dr. Seuss, Green Eggs and Ham
- ""When I give, I give myself."" - Walt Whitman, ""Song of Myself"""
Epanalepsis,5,3,Conduplicatio,"Epanalepsis is a rhetorical device that involves repeating the initial word or phrase at the beginning and end of a sentence or clause. It is a form of repetition, which is a subset of visceral rhetorical devices in poetry. Epanalepsis is often used to create emphasis and reinforce the central theme or message in a poem.",🔁,"- ""The king is dead, long live the king.""
- ""Believe me, he was the most honest man I ever met, believe me.""
- ""Water alone dug this giant canyon, yes, water, the same water that sustains us all.""
- ""Blood will have blood.""
- ""I am stuck on Band-Aid brand, 'cause Band-Aid's stuck on me."""
Epimone,3,3,Conduplicatio,"Epimone is a rhetorical device in poetry that involves the repetition of a question or phrase to emphasize a point. It is a type of visceral rhetorical device that aims to create an emotional response in the reader or listener. As a subset of repetition, it emphasizes the importance of a particular idea or theme in the poem.",🤔,"- ""Will I ever forget the sound of your voice?""
- ""How many times do I have to tell you to clean your room?""
- ""Why must we continue to hurt each other?""
- ""How many more lives must be lost before we take action?""
- ""Can we truly find happiness in this world?"""
Epanalepsis,7,3,Palilogia,"Epanalepsis is a rhetorical device that involves repeating the initial word or phrase at the beginning and end of a sentence or clause. It is a form of repetition, which is a subset of visceral rhetorical devices in poetry. Epanalepsis is often used to create emphasis and reinforce the central theme or message in a poem.",🔁,"- ""The king is dead, long live the king.""
- ""Believe me, he was the most honest man I ever met, believe me.""
- ""Water alone dug this giant canyon, yes, water, the same water that sustains us all.""
- ""Blood will have blood.""
- ""I am stuck on Band-Aid brand, 'cause Band-Aid's stuck on me."""
Anadiplosis,3,3,Palilogia,Anadiplosis is a rhetorical device that involves repeating a word or phrase at the end of one clause or sentence and then using it again at the beginning of the next clause or sentence. This technique creates a sense of continuity and amplifies the emotional impact of the repeated word or phrase. Anadiplosis is often used as a part of visceral rhetorical devices in poetry to evoke strong emotions in the audience.,🔄,"- ""Fear leads to anger. Anger leads to hate. Hate leads to suffering."" - Yoda, Star Wars
- ""The land of my fathers. My fathers can have it."" - Dylan Thomas, ""A Refusal to Mourn the Death, by Fire, of a Child in London""
- ""The crime was common, common be the pain."" - Alexander Pope, ""The Rape of the Lock""
- ""I am Sam, Sam I am."" - Dr. Seuss, Green Eggs and Ham
- ""When I give, I give myself."" - Walt Whitman, ""Song of Myself"""
