topic,count,depth,parent,definition,emoji,examples
Claustrophobia,7,3,Phobias,"Claustrophobia is a fear of enclosed or confined spaces. It is a common phobia that can be used in horror to create a sense of confinement and helplessness, often leading to psychological terror. This trope is frequently used in horror films and literature to create a feeling of claustrophobia in the audience or reader, making them feel trapped and scared.",🚪 (Door),"- Being trapped in a small elevator with no ventilation or escape
- Crawling through narrow, dark tunnels in a cave system
- Being buried alive in a coffin or grave
- Trapped in a small, airless room with no windows or doors
- Stuck in a tight, enclosed space during a fire or other disaster
- Being restrained or tied up in a small, cramped space
- Being chased through a maze-like building with no clear escape routes
- Being trapped in a car that is filling up with water or sinking underwater
- Being trapped in a narrow, winding staircase with no way out."
Nyctophobia,6,3,Phobias,"Nyctophobia is a fear of the dark, which is a common trope in horror. It is often used to create tension and suspense in horror movies, books, and other media. This fear can be triggered by a variety of factors, including a lack of visibility, the unknown, and the potential for danger. Nyctophobia is an example of how psychological horror can be used to exploit our deepest fears and anxieties.",🌑,"- Characters being trapped in a dark and claustrophobic space, such as a basement or a cave
- Shadows or silhouettes that suggest a lurking presence in the darkness
- The sound of footsteps or breathing in the blackness, indicating an unseen threat
- Characters being pursued by a monster or killer that can only be seen in the dark
- A sudden loss of light or power, leaving characters vulnerable and disoriented in the darkness"
Hemophobia,6,3,Phobias,"Hemophobia is the irrational fear of blood. It is a common trope in horror movies and literature, often used to create tension and suspense. Characters who suffer from hemophobia may become paralyzed with fear when confronted with blood, making them vulnerable to attacks from the horror element in the story. This trope is often used to intensify the horror of a scene or to add a layer of psychological terror to a story.",💉,"- A character who faints or becomes physically ill at the sight of blood, rendering them unable to defend themselves against the monster or killer.
- A scene where a character is trapped in a room with blood seeping in from the walls or ceiling, causing them to panic and become overwhelmed with fear.
- A character who is forced to confront their hemophobia in order to save themselves or someone else, adding a layer of tension and psychological terror to the story."
Coulrophobia,6,3,Phobias,"Coulrophobia is a type of specific phobia characterized by an irrational fear of clowns. It is a common trope in horror movies and literature, often used to evoke fear and suspense in the audience. This fear of clowns is often intensified by their exaggerated facial features, unpredictable behavior, and association with violence and horror.",🤡,"- The character of Pennywise in Stephen King's novel ""It"" and its film adaptations is a prime example of coulrophobia in horror, as the evil clown preys on children's fears to lure them to their deaths.
- The ""Clown Statue"" urban legend, in which a family hires a clown to entertain their children only to discover that the clown is actually a person in a costume who has been living in their house, is another example of coulrophobia in horror.
- The 2016 film ""Clown"" follows a man who puts on a clown suit for his son's birthday party, only to find that he can't take it off and begins to transform into a demonic creature.
- American Horror Story's ""Freak Show"" season features a character named Twisty the Clown, who is a serial killer and kidnapper.
- The Insane Clown Posse, a rap group known for their use of clown makeup and imagery, have been accused of promoting violence and horror in their music and concerts."
Trypophobia,5,3,Phobias,Trypophobia is a fear or disgust of clustered holes or bumps. It is a psychological horror that often appears in horror media as it evokes a visceral reaction in many people. Its inclusion in horror tropes is due to its ability to elicit a strong emotional response and create a sense of unease or discomfort.,🤢,"- The opening scene of the movie ""Holes"" where the main character falls into a pit filled with yellow-spotted lizards.
- The poster for the horror movie ""The Human Centipede"" which features three people connected through a series of surgically created holes.
- The use of honeycomb patterns in the design of the monsters in the video game ""Bloodborne""."
Thanatophobia,5,3,Phobias,"Thanatophobia is the fear of death or the fear of dying. It is a common theme in horror as it taps into the fundamental fear of mortality that many people feel. This fear can be used to create a sense of dread and suspense in horror stories, making it a popular trope in the genre.",💀,"- Characters who are constantly obsessed with death or dying
- The use of death imagery, such as skulls, skeletons, and tombstones
- The fear of being buried alive or of corpses coming to life
- The portrayal of death as a supernatural force or entity, such as the Grim Reaper
- The use of death as a punishment or consequence for characters' actions
- The fear of the afterlife and what may await beyond death
- The use of death as a central theme or plot point, such as in movies like Final Destination or Saw."
Arachnophobia,5,3,Phobias,"Arachnophobia is a fear or phobia of spiders and other arachnids. It is a common theme in horror movies and literature, tapping into the innate fear that many people have of these creepy-crawly creatures. The fear of spiders is often used as a trope in horror to create suspense, fear, and tension in the audience.",🕷️,"- A character in a horror movie who is deathly afraid of spiders is trapped in a room with hundreds of them crawling all over the walls and floor.
- A spider is used as a weapon by a villain in a horror movie, such as injecting venom into a victim or crawling into their mouth while they sleep.
- A spider infestation is the main plot point in a horror movie, with the spiders taking over a town or building and killing anyone who tries to stop them."
Acrophobia,4,3,Phobias,"Acrophobia is a type of phobia characterized by an extreme and irrational fear of heights. It is a common trope in horror movies and literature, often used to create suspense and tension in scenes involving high places. The fear of falling or losing control is often exploited in horror to create a sense of vulnerability and danger for the characters.",🙀,"- A character in a horror movie who is trapped on top of a tall building or bridge, unable to move or escape due to their fear of heights.
- A scene in a horror novel where the protagonist must climb a steep, unstable ladder to reach safety, with the threat of a monster or killer lurking below.
- A character in a horror video game who must navigate a narrow, winding path high above a chasm, dodging obstacles and enemies while struggling to avoid looking down.
- A sequence in a horror film where a character is chased across a rooftop or through a construction site, with the danger of falling or being pushed off looming at every turn.
- A plot twist in a horror story where the protagonist discovers that they have acrophobia and must face their fear in order to defeat the monster or escape the haunted location."
Triskaidekaphobia,3,3,Phobias,"Triskaidekaphobia is the fear or superstition surrounding the number thirteen. It is a common trope in horror, often associated with bad luck, curses, and supernatural events. The fear of this number is often exploited in horror films and literature to create tension and anxiety in the audience.",🔢1️⃣3️⃣,"- The Friday the 13th film franchise, which features a supernatural killer who terrorizes a group of teenagers on the titular date.
- The episode ""Thirteen O'Clock"" from The Twilight Zone, in which a woman becomes trapped in a time loop that always ends at 13 o'clock.
- The use of the number 13 in The Exorcist, such as the demon possessing Regan telling Father Karras to ""help an old altar boy"" who died on the 13th floor of a hospital.
- The haunted house in the film Thir13en Ghosts, which contains 12 ghosts that are meant to be freed by the 13th one.
- The incorporation of the number 13 in the title and plot of Stephen King's novel and subsequent film adaptation, Thinner."
Agoraphobia,3,3,Phobias,"Agoraphobia is an anxiety disorder characterized by a fear of being in situations or places where escape may be difficult or help may be unavailable in the event of a panic attack or other anxiety-related symptoms. In the context of horror tropes, agoraphobia can be used to create a sense of isolation and vulnerability in characters, heightening the sense of danger and making them more susceptible to attack from the unknown or supernatural.",🚪,"- A character who is afraid to leave their home due to a fear of being in public spaces
- A group of characters stranded in the middle of a large, open field with no shelter or protection
- A character who is trapped in a crowded and chaotic city, unable to navigate the busy streets and overwhelmed by the sensory overload
- A character who is terrified of being stuck in an elevator or other confined space with no means of escape
- A character who experiences panic attacks when in large crowds or surrounded by too many people."
Control Obsession,4,3,Obsession,"Control Obsession is a trope in horror where a character becomes fixated on maintaining control over a situation or person, often to the point of obsession. This can lead to extreme and disturbing behavior as the character's need for control becomes increasingly desperate. It is a common theme in psychological horror, where the fear of losing control is a central element.",🎛️,"- The character in the movie ""Misery"" who becomes obsessed with controlling and manipulating the author she has kidnapped, ultimately leading to violent and disturbing behavior.
- The character in ""Black Swan"" who becomes increasingly fixated on maintaining control over her own body and the lead role in the ballet, leading to a descent into madness.
- The character in the novel ""The Girl on the Train"" who becomes obsessed with controlling her ex-husband's new life and his relationship with his new wife, ultimately leading to dangerous and violent behavior."
Religious Obsession,3,3,Obsession,"Religious obsession is a psychological state in which an individual fixates on religious beliefs or practices to an extreme degree. This obsession can lead to irrational behaviors, delusions, and even violence. In horror, religious obsession is often used as a trope to create a sense of unease and fear in the audience. It taps into the fear of the unknown and the idea that one's own beliefs can be turned against them in a horrifying way.",🙏,"- The main character in ""The Exorcist"" becomes possessed by a demon, leading to a battle between the demon and a priest who is struggling with his own crisis of faith.
- In ""The Wicker Man,"" a police officer travels to a remote island to investigate a missing child, only to find himself trapped by a community that practices a pagan religion and is willing to sacrifice him to their gods.
- ""Rosemary's Baby"" follows a pregnant woman who begins to suspect that her husband and their neighbors are part of a cult that intends to use her baby for their own purposes."
Death Obsession,3,3,Obsession,"Death Obsession is a recurring trope in horror that involves an unhealthy fixation on death or the fear of dying. This obsession often leads characters to engage in dangerous or reckless behavior, or to become consumed by their fear of death to the point of madness. It is a common theme in psychological horror, where characters' mental states are often manipulated to exacerbate their fear of death.",💀,"- A character who constantly thinks or talks about death, even when it is not relevant to the situation at hand 
- A character who becomes fixated on death after experiencing a traumatic event, such as the death of a loved one 
- A character who engages in risky or dangerous behavior because they believe it will bring them closer to death 
- A character who becomes so consumed by their fear of death that they begin to lose touch with reality and descend into madness 
- A plot that revolves around a character's desperate attempts to cheat death, such as making a deal with the devil or seeking out supernatural means of immortality."
Body Obsession,3,3,Obsession,"Body Obsession is a trope in horror that involves an intense and often unhealthy fixation on the physical body. This can manifest in various ways, such as body dysmorphia, self-mutilation, or a desire to control or transform one's own or others' bodies. It is a common theme in psychological horror, where the focus is on the psychological and emotional effects of the obsession.",💪,"- A character becomes obsessed with their weight and body image, leading them to engage in dangerous dieting and exercise habits.
- A villain performs cosmetic surgery on their victims, altering their physical appearance to fit their twisted ideals.
- A protagonist becomes obsessed with a particular body part, such as their hands or face, and begins to mutilate themselves in an attempt to perfect it.
- A group of characters become obsessed with achieving the ""perfect"" body through extreme measures, such as body modification or even cannibalism."
Psychological Torture,3,3,Mind Games,"Psychological torture is a form of emotional abuse that is designed to inflict mental anguish or manipulate someone's perception of reality. It is often used in horror as a means of creating fear and suspense by preying on the victim's deepest fears and insecurities. This trope is a common element in psychological horror, where the focus is on the psychological trauma inflicted on the characters rather than physical violence or gore.",🤯,"- Gaslighting: A character is manipulated into questioning their own sanity or perception of reality by another character.
- Isolation: A character is cut off from the outside world or their support system, leading to feelings of loneliness and despair.
- Forced Confession: A character is coerced into admitting to something they didn't do or revealing information they shouldn't, often through threats or psychological pressure.
- Sleep Deprivation: A character is kept awake for an extended period of time, leading to hallucinations, paranoia, and other psychological effects.
- Sensory Deprivation: A character is deprived of their senses (such as sight, sound, or touch) for an extended period of time, leading to disorientation and psychological distress."
Residual Schizophrenia,7,3,Schizophrenia,"Residual Schizophrenia is a subtype of Schizophrenia characterized by ongoing symptoms such as delusions, hallucinations, and disorganized speech despite treatment. It is often associated with psychological horror tropes such as paranoia, fear, and confusion, which can create a terrifying and unsettling atmosphere. In horror, this trope is commonly used to depict a character's descent into madness or to create a sense of unease and unpredictability.",👻,"- The main character in the movie ""The Babadook"" experiences residual schizophrenia, as she continues to see and hear the titular monster even after seeking treatment for her mental illness.
- In the video game ""Outlast,"" the player character is a journalist investigating a psychiatric hospital where the patients, many of whom have residual schizophrenia, have taken over and are now hunting him down.
- The novel ""The Yellow Wallpaper"" by Charlotte Perkins Gilman features a protagonist with residual schizophrenia who becomes increasingly obsessed with the strange patterns on the wallpaper in her bedroom, leading to a terrifying climax."
Paranoid Schizophrenia,7,3,Schizophrenia,"Paranoid Schizophrenia is a mental illness characterized by delusions, hallucinations, and disordered thinking. Individuals with this condition often perceive a threat or danger that is not actually present, leading to extreme paranoia and fear. This condition is often portrayed in horror as a trope, where the protagonist experiences terrifying hallucinations and is unable to distinguish reality from their delusions.",👀,"- The protagonist of the horror film ""A Beautiful Mind"" experiences paranoid schizophrenia, where he sees and hears people that do not exist and believes that he is being pursued by government agents.
- In the horror video game ""Outlast,"" the player-controlled character is a journalist investigating a mental asylum, where he encounters patients suffering from paranoid schizophrenia who see him as a threat and become violent.
- The horror movie ""The Shining"" features the protagonist gradually descending into paranoid schizophrenia as he becomes isolated in a hotel, experiencing vivid hallucinations and eventually becoming violent towards his family."
Disorganized Schizophrenia,7,3,Schizophrenia,"Disorganized Schizophrenia is a subtype of schizophrenia characterized by disorganized speech and behavior, as well as flat or inappropriate emotional responses. In horror, this trope often manifests as a character who is unable to communicate their thoughts and experiences coherently, leading to confusion and fear for both the character and the audience. It is a common element in psychological horror, as it represents a breakdown of the mind and a loss of control.",🤯,"- A character repeating nonsensical phrases or words, unable to form coherent sentences
- A character exhibiting bizarre and erratic behavior, such as laughing inappropriately or performing repetitive movements
- A character experiencing delusions or hallucinations that they cannot distinguish from reality, causing them to act out in fear or confusion
- A character displaying a lack of emotional response to a traumatic event, such as the death of a loved one, due to their flat affect
- A character exhibiting disorganized thought processes, jumping from one unrelated topic to another and unable to form logical connections between them."
Catatonic Schizophrenia,7,3,Schizophrenia,"Catatonic Schizophrenia is a subtype of Schizophrenia characterized by a state of immobility and unresponsiveness to external stimuli. It is often associated with Psychological Horror, a genre of horror that explores the psyche and mental state of the characters. This trope is frequently used in horror films to create a sense of dread and suspense, as the catatonic character is unable to defend themselves against the impending threat.",🔒,"- In the movie ""The Shining"", the character of Jack Torrance experiences catatonic schizophrenia when he becomes trapped in the Overlook Hotel and begins to lose his grip on reality. He becomes unresponsive and immobile, allowing the supernatural forces of the hotel to take control of his mind and body.
- In the video game ""Outlast"", the player encounters a catatonic patient named Chris Walker who has been driven insane by the experiments conducted on him at the Mount Massive Asylum. He is initially unresponsive to the player's presence but later becomes violent and unpredictable.
- In the TV series ""American Horror Story"", the character of Sister Mary Eunice experiences catatonic schizophrenia after being possessed by a demon. She becomes unresponsive and immobile, allowing the demon to control her actions and wreak havoc on the other characters."
Undifferentiated Schizophrenia,6,3,Schizophrenia,"Undifferentiated Schizophrenia is a subtype of Schizophrenia, characterized by a variety of symptoms that do not fit into any specific category. In horror, this disorder is often associated with the trope of the ""unreliable narrator,"" as the individual's perception of reality is distorted and can lead to a sense of confusion and fear for both the character and the audience.",🌀,"- The protagonist of the film ""A Beautiful Mind"" who struggles with hallucinations and delusions of grandeur, which ultimately lead to a climactic twist in the plot
- The character of Jack Torrance in ""The Shining"" who descends into madness and begins to see hallucinations of ghosts and other terrifying imagery
- The protagonist of ""American Psycho"" who struggles with violent and disturbing delusions, leading the audience to question the reality of the events in the film"
Lucid Dreaming,6,3,Nightmares,"Lucid dreaming is a state of consciousness where the dreamer is aware they are dreaming and can manipulate the dream world. It is a common trope in horror, allowing characters to confront their fears and nightmares in a controlled environment.",🌌,"- A character in a horror film realizes they are dreaming and uses their lucid dreaming abilities to fight back against the monster chasing them.
- A protagonist experiences recurring nightmares, but learns to control their dreams and confront the traumatic events that caused them.
- A group of characters enter a shared lucid dream to try and solve a mystery, but soon realize they are not alone and must fight off their collective fears.
- A character becomes trapped in a lucid dream after using a new experimental technology, and must find a way to wake up before they are consumed by their own nightmares.
- A protagonist discovers they have the ability to enter and manipulate other people's dreams, but soon realizes the power comes with deadly consequences."
Hypnagogia,4,3,Nightmares,"Hypnagogia is a state of consciousness between wakefulness and sleep, characterized by vivid hallucinations, sensory experiences, and distorted perceptions of time and space. In horror, hypnagogia is often used to create an unsettling atmosphere, blurring the line between reality and fantasy, and inducing a sense of dread and fear in the audience. It is a common trope in psychological horror, where the protagonist's perception of reality is distorted by their own subconscious fears and anxieties.",🌀,"- Dream sequences that feel real, but have an otherworldly or surreal quality to them
- Characters experiencing sleep paralysis, where they are unable to move or speak but can see and hear unsettling things in their surroundings
- Flashbacks or memories that emerge during a hypnagogic state, often linked to a traumatic event or past trauma
- Characters being trapped in a dreamlike state, unable to distinguish between what is real and what is not
- Hallucinations of monsters, ghosts, or other supernatural entities that seem to be invading the character's waking world
- Time loops or distorted perceptions of time, where the character is stuck in a repeating cycle of events or feels like time is moving too slowly or too quickly
- Sensory experiences that are heightened or distorted, such as hearing whispers or feeling cold breath on the back of one's neck, even when alone"
Hypnopompia,3,3,Nightmares,"Hypnopompia refers to the state of consciousness experienced during the transition from sleep to wakefulness, often characterized by vivid hallucinations and nightmares. It is a common trope in horror as it taps into the fear of the unknown and blurs the lines between reality and illusion. The use of hypnopompia in horror adds an element of psychological horror, creating a sense of unease and terror that lingers long after the nightmare ends.",💭,"- The protagonist wakes up from a nightmare only to realize that they are still dreaming, and the nightmare continues to unfold as they struggle to wake up.
- A character sees terrifying hallucinations upon waking up, but can't tell if they are still dreaming or if the hallucinations are real.
- A character wakes up to find a loved one standing over them, but upon closer inspection, they realize that it is actually a grotesque monster in disguise.
- A character wakes up to find themselves in a strange and unfamiliar place, with no memory of how they got there or what happened to them. As they explore their surroundings, they begin to uncover horrifying truths about their situation.
- A character wakes up to find themselves trapped in a nightmare world that they can't escape from, and must confront their deepest fears and darkest desires in order to find a way out."
Hypnosis,7,3,Mind Control,"Hypnosis is a technique used to induce a trance-like state in a person, making them highly susceptible to suggestion and manipulation. In horror, hypnosis is often used as a tool for mind control or to create a sense of psychological horror, where the victim feels powerless and trapped. It is a common trope used in horror to create a sense of unease and vulnerability in the audience.",🌀,"- The villain hypnotizing their victim to commit a heinous act, such as murder or suicide
- The protagonist being hypnotized and forced to confront their deepest fears and phobias
- A hypnotist using their powers to lure unsuspecting victims into a trap or to manipulate them for their own gain
- The use of hypnotic suggestion to create a false reality or alter the victim's perception of the world around them
- A character being haunted by memories or visions induced by hypnosis, causing them to question their own sanity"
Brainwashing,7,3,Mind Control,"Brainwashing is a psychological process in which an individual's beliefs, values, and behaviors are altered through the use of manipulative tactics. It is a commonly used trope in horror, as it often involves a character being subjected to extreme forms of mind control or indoctrination. Brainwashing is a key element in the psychological horror genre, as it plays on the fears and anxieties associated with losing control over one's own thoughts and actions.",🧠💥,"- The classic example of brainwashing in horror is the concept of a cult, in which members are indoctrinated into a specific set of beliefs and practices through manipulative tactics such as isolation, sleep deprivation, and emotional manipulation.
- Another example is the use of hypnosis or other forms of mind control to manipulate a character's thoughts and actions, such as in the film ""Get Out"".
- In some horror stories, characters may be subjected to brainwashing by supernatural forces or entities, such as ghosts or demons, which possess their minds and force them to act in certain ways."
Subliminal Messaging,6,3,Mind Control,"Subliminal messaging refers to the use of hidden or disguised messages that are not consciously perceived by the viewer or listener. In horror, subliminal messaging is often used to manipulate the audience's emotions and thoughts, creating a sense of unease and fear. This technique is a common trope in psychological horror, which aims to explore the darker aspects of the human psyche and manipulate the viewer's perception of reality.",👁️‍🗨️,"- The use of flashing images or hidden messages in horror movie trailers to create a sense of unease in the audience
- The incorporation of hidden images or symbols in the background of scenes in horror films, such as the use of skulls or other ominous imagery
- The use of subliminal audio messages, such as whispers or distorted voices, to create a sense of paranoia or psychological manipulation in the audience"
Gaslighting,4,3,Mind Control,"Gaslighting is a form of psychological manipulation in which a person is made to doubt their own sanity or perception of reality. It is a common trope in horror, often used to create a sense of unease and uncertainty in the audience. Gaslighting is an effective tool for creating tension and suspense in horror narratives, as it forces the viewer to question what is real and what is not.",🤯,"- In the movie ""Gaslight"" (1944), a husband manipulates his wife into believing she is going insane by dimming the gaslights in their home, making her doubt her own perception of reality.
- In ""Black Swan"" (2010), the main character Nina is gaslit by her director and mother, who convince her that she is losing her grip on reality as she becomes more consumed by her role in a ballet production.
- ""The Shining"" (1980) is another example of gaslighting in horror, as the main character Jack is slowly driven insane by the ghosts in the hotel he is staying in, causing him to question his own sanity and reality."
Telepathy,3,3,Mind Control,"Telepathy is a psychic ability that allows individuals to communicate thoughts, feelings, or ideas without the use of physical communication. In horror, telepathy is often used as a tool for mind control or manipulation, creating a sense of psychological horror for the characters involved. It is a common trope in horror, often used to create a sense of unease or fear in the audience.",🔮,"- A character with telepathic abilities can enter the minds of others and control their thoughts, leading them to harm themselves or others.
- A group of characters are trapped in a location and are unable to communicate verbally, but find that they can communicate telepathically. However, one of them begins to manipulate the others through their thoughts, causing chaos and paranoia.
- A character with telepathic abilities can sense the thoughts and emotions of those around them, causing them to become overwhelmed and potentially leading to a psychotic break."
Source Amnesia,5,3,Amnesia,"Source amnesia is a psychological phenomenon where a person forgets the origin of a memory, making it difficult to distinguish between real and imagined events. In horror, this trope is often used to create a sense of uncertainty and confusion, as characters struggle to remember the details of their experiences and question whether they can trust their own perceptions. It is a common device in psychological horror, where the line between reality and hallucination is often blurred.",🤔,"- The protagonist waking up with no memory of how they got to a creepy abandoned building.
- A character experiencing flashbacks of traumatic events without being able to remember the context or cause.
- A character finding notes or recordings of their own voice, but having no memory of writing or recording them."
Transient Global Amnesia,3,3,Amnesia,"Transient Global Amnesia is a sudden and temporary episode of memory loss that typically lasts for several hours. It is a medical condition that can occur without warning and is often associated with emotional or physical stress. In the context of horror, it is often used as a plot device to create a sense of confusion and disorientation in the protagonist, adding to the overall feeling of psychological horror.",🤯,"- The protagonist wakes up in a strange place with no memory of how they got there or who they are.
- The protagonist suddenly forgets important details or events, causing them to question their own sanity.
- The protagonist experiences sudden and intense headaches or disorientation, leading them to fear that they are losing their mind.
- The protagonist becomes convinced that they are living in a parallel universe or alternate reality, due to their sudden loss of memory and confusion about their surroundings.
- The protagonist discovers that their memories have been altered or erased, leading them to question their own identity and purpose."
Post-Traumatic Amnesia,3,3,Amnesia,"Post-Traumatic Amnesia is a condition of memory loss that occurs after a traumatic experience. In horror, it is often used as a trope to create suspense and confusion for the audience, as the character may not remember key details or events leading up to their current situation. It adds to the overall sense of horror and unease by making the situation feel even more unpredictable and dangerous.",🤔,"- In the film ""Memento,"" the protagonist suffers from post-traumatic amnesia and cannot remember events that occurred more than a few minutes prior. This creates a sense of confusion and uncertainty for both the character and the audience.
- In the horror film ""The Ring,"" the protagonist experiences post-traumatic amnesia after watching a cursed videotape. She cannot remember key details about the tape or how it may be affecting her, which adds to the suspense and horror.
- In the TV show ""Stranger Things,"" the character Will Byers suffers from post-traumatic amnesia after being trapped in the Upside Down. He cannot remember what happened to him during his time there, which creates tension and mystery for the audience."
Infantile Amnesia,3,3,Amnesia,"Infantile amnesia is a psychological phenomenon where a person is unable to recall memories from early childhood, typically before the age of three. In the context of horror tropes, infantile amnesia can be used to create a sense of unease or horror as characters grapple with fragmented or missing memories from their past, potentially uncovering sinister events or trauma that they have repressed.",👶🧠,"- A character returns to their childhood home and begins to experience strange occurrences, but cannot recall any specific memories from their time living there as a young child.
- A character discovers old home videos from their infancy and becomes disturbed by the presence of an unknown figure or voice in the background.
- A character begins to have vivid nightmares or flashbacks of traumatic events from their early childhood, but cannot remember any details during their waking hours."
Reflection Scare,4,3,Window Scare,"Reflection Scare is a horror trope that involves using reflections in mirrors, windows or other surfaces to create a sudden and terrifying jump scare. This trope is a subset of Jump Scares, which are commonly used in horror movies and games to startle the audience. Reflection Scare is a popular technique used by filmmakers to create an unsettling and eerie atmosphere in horror films.",👻,"- A character is looking in a mirror and suddenly sees a figure standing behind them.
- A character is walking past a window and sees a figure reflected behind them, but when they turn around, no one is there.
- A character is looking at their reflection in a window and suddenly their reflection begins to move or change in a disturbing way.
- A character is standing in front of a reflective surface and suddenly sees a hand or face reach out from the reflection.
- A character is looking at a reflective surface and suddenly sees a figure or creature moving in the reflection, but when they turn around, no one is there."
Shower Scare,3,3,Window Scare,Shower Scare is a horror trope characterized by a sudden jump scare that occurs when a character is taking a shower. It is a subset of Jump Scares and a common element in horror films and TV shows. This trope plays on the vulnerability of the character while they are in a state of undress and cannot easily defend themselves.,💀,"- In the horror film ""Psycho,"" the character Marion Crane is brutally stabbed to death while taking a shower in the Bates Motel.
- In the TV show ""American Horror Story: Hotel,"" the character Tristan Duffy is attacked by the vampiric Countess while taking a shower.
- In the horror movie ""Scream,"" the character Tatum Riley is attacked by the killer Ghostface while trying to escape through a doggy door in a garage, which leads to a laundry room where she attempts to hide in a shower."
Mirror Scare,3,3,Window Scare,"Mirror Scare is a horror trope that involves the sudden appearance of a frightening image or character in a mirror, catching the audience off guard and inducing fear. It is a type of Jump Scare, which is a common technique used in horror films and literature to heighten tension and create a sudden shock in the audience. This trope is often used in conjunction with other horror tropes, such as ghosts or supernatural entities, to create a sense of unease and dread in the viewer.",👻,"- In the horror film ""Oculus,"" the main characters are haunted by a cursed mirror that distorts reality and causes them to see terrifying images of themselves and their loved ones.
- In the TV series ""American Horror Story: Hotel,"" there is a scene where a maid is cleaning a bathroom mirror, only to suddenly see the ghost of a former hotel guest standing behind her in the reflection.
- In the horror film ""Candyman,"" the titular character can be summoned by saying his name five times while looking into a mirror, causing him to appear and attack the person who summoned him."
Door Scare,3,3,Window Scare,"Door Scare is a horror trope where a sudden and unexpected scare occurs when a door is opened, closed, or knocked on. It is a subset of Jump Scares, which are often used to startle viewers and create a sense of fear and suspense. This trope is commonly used in horror films to build tension and keep audiences on edge.",🚪💀,"- In the horror movie ""The Conjuring"", there is a scene where the protagonist opens a door to reveal a ghostly figure standing behind it.
- In the video game ""Resident Evil 2"", there are several instances where zombies burst through doors unexpectedly, startling the player.
- In the TV show ""Stranger Things"", there is a scene where a character knocks on a door and a terrifying creature answers, scaring both the character and the audience."
Car Scare,3,3,Window Scare,"Car Scare is a common horror trope that involves a sudden and unexpected scare happening to characters while they are in a car. This can include the appearance of a monster or ghost, a sudden noise or attack, or a jump scare that startles the characters and the audience. Car Scare is a subset of Jump Scares, which are a common trope in horror movies and TV shows that aim to shock the audience with sudden scares and surprises.",🚗💥👻,"- A ghost suddenly appearing in the back seat of a car while the characters are driving
- A monster attacking the car and trying to break in while the characters desperately try to escape
- A sudden, loud noise causing the characters to jump and scream, only to find out it was just a harmless animal or object hitting the car."
Monster In The Closet,3,3,Closet Scare,"A ""Monster in the Closet"" is a horror trope that plays on the fear of the unknown lurking in the dark. It is a subset of Jump Scares, where the fear is heightened by the sudden appearance of a monster or creature hiding in a closet. This trope is commonly used in horror movies and literature to create suspense and frighten the audience.",👹,"- In the movie ""The Babadook"", the main character's son believes there is a monster in his closet and his fear becomes a central plot point.
- In the TV show ""Stranger Things"", the character Will Byers is taken by a monster that comes out of his closet.
- In the horror novel ""The Haunting of Hill House"" by Shirley Jackson, the character Eleanor hears unexplained noises coming from the closet in her room, adding to the overall atmosphere of terror."
Regeneration,5,3,Transformation,"Regeneration refers to the ability of a character or creature to recover from physical damage or injury at an accelerated rate, often to the point of being able to regrow lost limbs or organs. In horror, this trope is often used to depict characters or creatures that are seemingly invincible, creating a sense of dread and suspense for the other characters who must find a way to defeat them. Regeneration is a common element of body horror, a subgenre of horror that often focuses on the physical transformation and mutilation of the human body.",🦎,"- The T-1000 from Terminator 2: Judgment Day, who is able to regenerate from most injuries and even re-form after being shattered into pieces.
- The Xenomorphs from the Alien franchise, who are able to regenerate lost limbs and even regrow their entire bodies from just a small amount of genetic material.
- The Re-Animator serum from the film of the same name, which is able to bring dead tissue back to life and create monstrous, regenerating creatures."
Mutation,5,3,Transformation,"Mutation is a trope in horror that involves the alteration or transformation of a person, creature, or object in a disturbing and unnatural way. It often involves a physical or genetic change that results in a grotesque or monstrous appearance, and can be used to create fear and disgust in the audience. Mutation is a common theme in horror, and is often used in conjunction with other tropes to create a sense of unease and horror.",🧬,"- The Fly (1986) where the protagonist slowly transforms into a hybrid creature after a teleportation experiment goes wrong.
- The Thing (1982) where an alien organism can mimic and assimilate other life forms, resulting in grotesque transformations and mutations.
- The Hills Have Eyes (1977) where a family mutated by radiation in the desert become cannibalistic and violent."
Hybridization,4,3,Transformation,"Hybridization refers to the blending of two or more distinct species or entities, resulting in a new, often monstrous creation. This concept is often used in horror as a means of creating unsettling, otherworldly creatures that blur the line between human and non-human. As a trope in horror, hybridization plays on people's fears of the unknown and the unfamiliar, and can be used to explore themes of identity, transformation, and the dangers of playing god.",🧬,"- The Fly (1986 film) - The protagonist, a scientist, accidentally merges his DNA with that of a fly, resulting in a grotesque hybrid creature.
- The Thing (1982 film) - An extraterrestrial life-form assimilates and imitates other organisms, creating a constantly evolving hybrid creature that can take on any form.
- Frankenstein's Monster - The famous literary creation is a hybrid of multiple body parts and brought to life by science, blurring the line between life and death, human and non-human.
- Werewolves - In folklore and horror, werewolves are humans that transform into wolf-like creatures, often as a result of a curse or infection. This hybridization of human and animal creates a terrifying monster.
- Vampires - Another creature of folklore and horror, vampires are often depicted as a hybrid of human and bat, with the ability to transform and feed on the blood of others. This hybridization plays on fears of the unknown and the dangers of the supernatural."
